ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,Personal_Loan,Securities_Account,CD_Account,Online,CreditCard,US Zip Codes from 2013 Government Data.LAT,US Zip Codes from 2013 Government Data.LNG
676,29,2,33,91711,1,2,2,160,0,0,0,0,0,34.128066,-117.714773
908,64,40,15,91711,2,0.3,3,115,0,0,0,1,1,34.128066,-117.714773
915,65,41,195,91711,3,0.4,1,0,1,1,1,0,1,34.128066,-117.714773
1101,42,16,13,91711,1,0.2,1,0,0,0,0,1,0,34.128066,-117.714773
1167,30,5,112,91711,4,5,2,0,1,0,0,0,1,34.128066,-117.714773
1209,50,26,48,91711,1,1.6,2,0,0,0,0,0,1,34.128066,-117.714773
1385,55,31,62,91711,1,1.8,3,0,0,0,0,1,0,34.128066,-117.714773
1474,65,35,23,91711,1,1.5,3,0,0,0,0,1,0,34.128066,-117.714773
1573,64,40,63,91711,4,1.2,2,0,0,1,0,0,1,34.128066,-117.714773
1884,56,30,185,91711,1,2.9,1,0,0,0,0,0,0,34.128066,-117.714773
2224,53,28,74,91711,3,2,2,0,0,1,0,0,0,34.128066,-117.714773
2230,46,22,72,91711,4,1.4,2,149,0,0,0,1,1,34.128066,-117.714773
2280,47,23,34,91711,4,0.6,1,0,0,0,1,1,1,34.128066,-117.714773
2351,52,28,22,91711,2,0.4,1,0,0,0,0,1,1,34.128066,-117.714773
2697,63,37,78,91711,4,1.7,3,0,0,0,0,1,0,34.128066,-117.714773
2886,57,31,113,91711,4,0.6,3,327,1,0,0,1,0,34.128066,-117.714773
2899,27,1,140,91711,1,5.9,2,175,1,1,1,1,0,34.128066,-117.714773
2926,59,35,42,91711,4,0.4,1,0,0,0,0,1,0,34.128066,-117.714773
2963,23,-2,81,91711,2,1.8,2,0,0,0,0,0,0,34.128066,-117.714773
3008,63,37,11,91711,1,0.8,2,102,0,0,0,0,1,34.128066,-117.714773
3138,61,36,13,91711,3,0.5,1,0,0,0,0,1,0,34.128066,-117.714773
3145,43,18,104,91711,3,1,1,0,0,0,0,1,0,34.128066,-117.714773
3166,63,37,140,91711,2,6.9,1,97,0,0,0,0,1,34.128066,-117.714773
3236,60,35,39,91711,2,1.6,3,0,0,0,0,1,0,34.128066,-117.714773
3334,37,13,79,91711,4,0.1,2,280,0,0,0,1,0,34.128066,-117.714773
3382,39,15,143,91711,1,3.5,1,0,0,0,0,1,1,34.128066,-117.714773
3488,29,4,104,91711,4,1.8,3,0,0,0,0,0,1,34.128066,-117.714773
3497,37,13,49,91711,4,2,3,192,0,0,0,0,0,34.128066,-117.714773
3522,36,10,30,91711,2,0.8,3,0,0,0,0,1,0,34.128066,-117.714773
3645,59,33,41,91711,4,2.5,1,174,0,0,0,0,0,34.128066,-117.714773
3666,43,19,70,91711,3,2.33,1,0,0,1,0,0,0,34.128066,-117.714773
3772,31,7,109,91711,2,2,2,341,0,0,0,0,1,34.128066,-117.714773
3794,54,28,140,91711,1,2.9,1,0,0,0,0,1,0,34.128066,-117.714773
3858,63,39,39,91711,1,1.9,2,0,0,0,0,0,0,34.128066,-117.714773
4122,53,27,65,91711,4,2.8,2,0,0,0,0,0,1,34.128066,-117.714773
4192,42,15,39,91711,3,1,2,132,0,0,0,0,0,34.128066,-117.714773
4205,40,16,61,91711,3,2.1,3,0,0,0,0,0,0,34.128066,-117.714773
4255,51,27,68,91711,1,1.6,3,0,0,0,0,1,0,34.128066,-117.714773
4413,34,10,19,91711,4,0.4,2,0,0,0,0,0,0,34.128066,-117.714773
4428,31,7,18,91711,1,0.4,3,0,0,0,0,0,0,34.128066,-117.714773
4639,37,13,89,91711,2,1.7,2,0,0,0,0,1,0,34.128066,-117.714773
4732,37,11,29,91711,2,1.4,3,0,0,0,0,1,1,34.128066,-117.714773
4832,30,6,42,91711,1,2.1,3,144,0,0,0,0,1,34.128066,-117.714773
85,46,22,18,91730,1,0.9,3,0,0,0,0,1,0,34.100970,-117.578820
515,27,1,74,91730,3,0.3,3,0,0,0,0,1,0,34.100970,-117.578820
2152,41,16,19,91730,2,0.3,2,105,0,0,0,0,0,34.100970,-117.578820
2690,40,16,104,91730,1,3.4,1,249,0,0,0,0,0,34.100970,-117.578820
3622,53,27,81,91730,3,1.7,2,193,0,0,0,1,0,34.100970,-117.578820
4855,44,20,105,91730,1,4.7,1,0,0,0,0,0,1,34.100970,-117.578820
15,67,41,112,91741,1,2,1,0,0,1,0,0,0,34.156529,-117.841605
313,36,6,21,91741,1,0.67,3,0,0,1,0,1,0,34.156529,-117.841605
607,34,8,81,91741,3,0.9,2,208,0,0,0,1,0,34.156529,-117.841605
1860,67,41,20,91741,2,0.4,1,80,0,0,0,0,0,34.156529,-117.841605
2932,31,4,54,91741,2,1,2,109,0,0,0,0,1,34.156529,-117.841605
4687,61,35,113,91741,2,2.8,1,0,0,0,0,0,0,34.156529,-117.841605
409,60,36,89,91745,2,2.8,1,0,0,0,0,1,0,33.999005,-117.972146
758,52,28,81,91745,3,1.8,2,0,0,1,0,0,0,33.999005,-117.972146
946,57,32,33,91745,1,1.5,2,0,0,0,0,1,0,33.999005,-117.972146
1020,29,3,30,91745,4,0.3,2,157,0,0,0,0,0,33.999005,-117.972146
1647,52,26,93,91745,1,2.4,1,0,0,0,0,1,0,33.999005,-117.972146
4008,31,7,35,91745,2,1,2,0,0,0,0,0,1,33.999005,-117.972146
712,62,37,83,91754,3,1.8,2,187,0,1,0,0,0,34.052922,-118.143465
1301,61,36,23,91754,2,0.5,2,103,0,0,0,1,0,34.052922,-118.143465
2058,37,12,125,91754,2,3.9,1,0,0,0,0,1,1,34.052922,-118.143465
2130,35,10,58,91754,4,0.7,3,232,0,0,0,0,0,34.052922,-118.143465
3044,47,22,42,91754,3,2.7,2,0,0,0,0,1,1,34.052922,-118.143465
1150,56,32,158,91763,1,7.4,1,0,0,0,0,0,0,34.072329,-117.698315
1563,34,9,89,91763,1,0,1,0,0,0,0,1,0,34.072329,-117.698315
2258,47,23,130,91763,2,1.4,1,0,0,0,0,0,0,34.072329,-117.698315
2660,60,35,43,91763,3,0.9,3,175,0,0,0,0,0,34.072329,-117.698315
2908,45,20,40,91763,2,1.3,1,0,0,0,0,0,1,34.072329,-117.698315
2935,37,13,195,91763,2,6.5,1,635,0,0,0,1,0,34.072329,-117.698315
3893,59,33,102,91763,2,1.4,1,0,0,0,0,1,0,34.072329,-117.698315
2677,44,20,122,91765,1,0.3,1,0,0,1,0,1,0,33.986270,-117.821282
2748,38,12,30,91765,2,1.4,3,0,0,0,0,0,1,33.986270,-117.821282
2785,36,9,115,91765,4,2.2,2,0,1,0,0,0,0,33.986270,-117.821282
4373,34,10,41,91765,1,2.4,2,0,0,0,0,0,0,33.986270,-117.821282
4410,43,19,75,91765,4,0.2,3,102,0,0,0,1,0,33.986270,-117.821282
4575,35,11,193,91765,2,6.5,1,0,0,0,0,0,1,33.986270,-117.821282
472,50,24,30,91768,4,0.1,1,161,0,0,0,1,1,34.063516,-117.790379
880,63,37,84,91768,4,1.9,2,0,0,0,0,1,0,34.063516,-117.790379
1982,52,26,84,91768,3,3,2,0,0,0,0,1,0,34.063516,-117.790379
2140,57,32,113,91768,1,0.1,3,0,0,0,0,1,0,34.063516,-117.790379
2294,42,17,14,91768,2,0.1,2,0,0,0,0,1,0,34.063516,-117.790379
2377,58,33,23,91768,3,0.2,1,0,0,0,0,0,0,34.063516,-117.790379
2389,64,39,23,91768,3,0.5,1,0,0,1,0,0,0,34.063516,-117.790379
2481,39,13,50,91768,2,2.4,2,0,0,0,0,0,0,34.063516,-117.790379
2572,34,8,40,91768,2,2,3,89,0,0,0,0,0,34.063516,-117.790379
3046,58,32,48,91768,1,2.8,2,0,0,0,0,1,0,34.063516,-117.790379
3589,62,38,65,91768,1,0,2,0,0,0,0,1,0,34.063516,-117.790379
3823,63,33,178,91768,4,9,3,0,1,0,0,0,0,34.063516,-117.790379
4166,63,38,135,91768,2,3.8,3,183,1,0,0,0,0,34.063516,-117.790379
4193,50,26,21,91768,1,0.2,1,89,0,0,0,1,0,34.063516,-117.790379
4379,38,12,45,91768,4,1.2,2,138,0,0,0,1,0,34.063516,-117.790379
4468,55,30,99,91768,1,0.1,3,0,0,0,0,0,0,34.063516,-117.790379
4515,24,-3,41,91768,4,1,3,0,0,0,0,1,0,34.063516,-117.790379
4604,37,12,179,91768,1,8.6,1,0,0,0,0,1,0,34.063516,-117.790379
4775,56,32,22,91768,1,1.2,3,0,0,0,0,1,1,34.063516,-117.790379
4841,33,9,18,91768,4,0.4,2,0,0,0,0,1,0,34.063516,-117.790379
4864,61,35,25,91768,1,0.8,2,142,0,0,0,1,0,34.063516,-117.790379
143,33,9,48,91770,1,2.1,3,0,0,0,0,0,1,34.065493,-118.084529
610,37,11,24,91770,4,1.5,3,0,0,0,0,0,0,34.065493,-118.084529
2068,58,32,180,91770,1,2.9,1,0,0,0,0,0,1,34.065493,-118.084529
3706,30,4,30,91770,3,1,1,0,0,0,0,1,0,34.065493,-118.084529
3864,34,10,21,91770,4,0.7,2,0,0,0,0,1,0,34.065493,-118.084529
3360,43,19,45,91773,3,0.6,2,0,0,0,0,0,0,34.110186,-117.810390
3717,55,29,65,91773,3,2.5,1,0,0,0,0,0,0,34.110186,-117.810390
3930,37,13,33,91773,4,0.4,2,0,0,0,0,0,0,34.110186,-117.810390
113,40,15,82,91775,3,1,1,309,0,0,0,0,0,34.115273,-118.088266
994,41,15,185,91775,1,3.6,2,0,1,0,0,0,0,34.115273,-118.088266
1247,48,22,59,91775,1,1.4,3,241,0,0,0,1,0,34.115273,-118.088266
1383,34,8,82,91775,2,1.8,1,178,0,0,0,1,1,34.115273,-118.088266
2274,27,1,83,91775,4,2.1,3,0,0,0,0,1,1,34.115273,-118.088266
2415,34,10,134,91775,1,4,1,0,0,0,0,0,0,34.115273,-118.088266
3105,56,31,48,91775,2,2.1,3,0,0,0,0,0,1,34.115273,-118.088266
3215,61,37,33,91775,3,0.1,3,0,0,0,0,1,0,34.115273,-118.088266
3419,57,31,40,91775,3,1.4,3,0,0,0,1,1,1,34.115273,-118.088266
4328,30,4,102,91775,4,2.1,3,139,0,0,0,0,1,34.115273,-118.088266
4414,29,2,31,91775,4,1.5,2,0,0,0,0,0,1,34.115273,-118.088266
4767,41,15,54,91775,3,2.1,1,0,0,0,0,1,0,34.115273,-118.088266
2656,50,26,42,91784,2,1,3,78,0,1,0,1,0,34.141146,-117.655583
3877,35,11,40,91784,1,2.4,2,0,0,0,0,1,0,34.141146,-117.655583
3122,28,2,13,91791,4,0.4,1,0,0,0,0,0,1,34.061624,-117.892235
3508,50,23,83,91791,1,2.67,2,0,0,0,1,1,1,34.061624,-117.892235
3665,48,24,43,91791,3,1.9,2,0,0,0,0,1,0,34.061624,-117.892235
4792,59,35,43,91791,4,0.4,1,0,0,0,0,0,1,34.061624,-117.892235
1969,54,24,49,91801,1,1.4,3,0,0,0,0,1,0,34.090728,-118.127527
4106,39,15,139,91801,1,3.4,1,353,0,0,0,1,0,34.090728,-118.127527
4994,45,21,218,91801,2,6.67,1,0,0,0,0,1,0,34.090728,-118.127527
644,45,21,152,91902,2,1.4,1,0,0,0,0,1,0,32.665762,-117.018657
740,49,23,82,91902,2,2.4,2,0,0,0,0,0,0,32.665762,-117.018657
1370,57,33,43,91902,1,1.8,3,0,0,0,0,0,0,32.665762,-117.018657
2670,43,18,10,91902,2,0.1,2,0,0,1,0,0,1,32.665762,-117.018657
3729,28,3,118,91902,3,2.4,2,161,1,0,0,0,0,32.665762,-117.018657
4226,43,18,204,91902,2,8.8,1,0,0,0,0,1,0,32.665762,-117.018657
4268,52,26,194,91902,2,5.7,2,0,1,0,0,1,0,32.665762,-117.018657
4402,60,35,42,91902,3,1.5,1,0,0,0,0,0,1,32.665762,-117.018657
4518,45,18,50,91902,3,2.5,2,0,0,0,0,1,0,32.665762,-117.018657
4571,32,6,99,91902,2,4.5,3,249,0,0,0,1,0,32.665762,-117.018657
609,27,2,55,91910,4,1.7,2,0,0,0,0,1,0,32.637868,-117.058031
1356,61,37,48,91910,1,0.8,1,158,0,0,0,1,0,32.637868,-117.058031
2126,44,20,93,91910,4,0.8,1,101,0,0,0,1,0,32.637868,-117.058031
3147,26,1,38,91910,4,1.7,2,0,0,0,0,1,0,32.637868,-117.058031
3172,39,12,62,91910,3,2.33,2,0,0,0,0,0,0,32.637868,-117.058031
3259,41,17,42,91910,4,2.2,2,185,0,1,0,1,0,32.637868,-117.058031
4131,56,30,75,91910,1,1.9,2,125,0,0,0,1,0,32.637868,-117.058031
4587,58,32,61,91910,3,2.2,3,0,0,0,0,1,1,32.637868,-117.058031
4636,30,5,85,91910,2,2.5,1,293,0,1,1,1,1,32.637868,-117.058031
1466,45,19,60,91911,1,0.7,3,159,0,0,0,1,0,32.608185,-117.054512
1696,30,6,184,91911,1,6,1,0,0,0,0,1,0,32.608185,-117.054512
1916,37,11,69,91911,3,2.1,1,0,0,1,0,0,0,32.608185,-117.054512
2547,50,25,9,91911,2,0,1,0,0,1,0,0,0,32.608185,-117.054512
4471,44,20,111,91911,2,5.3,2,0,1,0,0,1,0,32.608185,-117.054512
4512,41,17,9,91911,1,1,1,0,0,0,0,1,1,32.608185,-117.054512
375,30,5,98,91941,2,3.1,1,220,0,0,0,1,0,32.759333,-116.997247
3966,39,15,94,91941,2,1.9,1,0,0,0,0,1,0,32.759333,-116.997247
180,62,37,11,91942,1,0.1,1,0,0,0,0,1,0,32.777999,-117.021511
255,65,41,134,91942,3,3.9,3,121,1,0,0,1,0,32.777999,-117.021511
1355,35,10,179,91942,1,8.6,1,357,0,0,0,0,0,32.777999,-117.021511
2075,52,27,81,91942,1,1.3,3,293,0,0,0,0,1,32.777999,-117.021511
2291,38,13,78,91942,4,0.7,3,0,0,0,0,1,0,32.777999,-117.021511
4250,37,12,63,91942,4,2.1,3,0,0,0,0,1,0,32.777999,-117.021511
4399,63,37,61,91942,1,2.5,3,0,0,0,0,0,0,32.777999,-117.021511
760,53,28,59,91950,2,1.9,2,0,0,0,0,1,0,32.670646,-117.094668
3314,48,24,24,91950,1,0.9,3,0,0,0,0,0,0,32.670646,-117.094668
4186,26,2,82,91950,2,2.5,1,199,0,0,0,0,0,32.670646,-117.094668
4317,30,6,95,91950,2,0.2,1,0,0,1,0,1,0,32.670646,-117.094668
4560,47,20,101,91950,3,2,2,270,0,0,0,1,0,32.670646,-117.094668
4677,39,13,68,91950,3,2.1,1,0,0,1,0,1,0,32.670646,-117.094668
4833,29,4,83,91950,4,2.2,2,0,0,0,0,1,1,32.670646,-117.094668
73,44,20,130,92007,1,5,1,0,0,0,0,0,1,33.023250,-117.274923
323,63,39,101,92007,1,3.9,1,0,1,1,1,1,0,33.023250,-117.274923
1098,50,24,188,92007,3,1.3,1,184,1,0,0,0,1,33.023250,-117.274923
1359,50,25,83,92007,1,2.8,2,0,0,0,0,1,1,33.023250,-117.274923
1438,28,3,123,92007,1,0.8,1,146,0,0,0,0,0,33.023250,-117.274923
2148,27,3,20,92007,4,1,1,0,0,0,0,0,0,33.023250,-117.274923
2149,54,30,58,92007,2,3.2,3,0,0,0,0,0,0,33.023250,-117.274923
2165,27,3,104,92007,2,2.5,1,184,0,1,0,1,0,33.023250,-117.274923
2286,48,22,114,92007,1,2.4,3,0,1,0,0,1,0,33.023250,-117.274923
2647,45,20,191,92007,3,2.6,3,123,1,0,0,0,0,33.023250,-117.274923
3462,57,27,64,92007,3,2,3,142,0,0,0,1,0,33.023250,-117.274923
4613,32,6,18,92007,2,0.3,2,0,0,0,0,1,0,33.023250,-117.274923
4823,60,36,149,92007,1,4.7,1,0,0,0,0,1,0,33.023250,-117.274923
476,43,19,152,92008,3,6.1,2,0,1,0,0,0,0,33.147294,-117.322181
750,58,34,60,92008,4,1.6,2,0,0,0,0,0,1,33.147294,-117.322181
1314,52,27,78,92008,4,3.6,3,141,0,0,0,1,0,33.147294,-117.322181
1419,65,41,154,92008,2,4.6,2,0,1,1,1,1,1,33.147294,-117.322181
1754,53,29,25,92008,2,0.4,1,0,0,0,0,1,0,33.147294,-117.322181
2375,32,5,41,92008,2,1,2,112,0,1,0,1,0,33.147294,-117.322181
3117,36,10,21,92008,3,0.1,2,0,0,0,0,0,1,33.147294,-117.322181
3323,41,16,104,92008,1,4,3,0,0,0,1,1,1,33.147294,-117.322181
3338,59,29,61,92008,3,2,3,0,0,0,0,1,0,33.147294,-117.322181
4181,36,6,11,92008,1,0.67,3,0,0,1,1,1,1,33.147294,-117.322181
4324,52,28,31,92008,4,0.9,2,151,0,1,0,1,0,33.147294,-117.322181
714,34,9,84,92009,3,0.6,2,0,0,0,0,1,0,33.095470,-117.243882
734,49,24,80,92009,1,1.2,1,0,0,0,0,1,0,33.095470,-117.243882
1400,40,16,69,92009,4,2.4,1,0,0,0,0,1,0,33.095470,-117.243882
1925,62,38,78,92009,1,1.8,3,0,0,0,0,0,0,33.095470,-117.243882
2186,54,30,69,92009,1,1.6,3,0,0,0,0,1,1,33.095470,-117.243882
2202,41,16,111,92009,2,0.4,1,0,0,0,0,0,0,33.095470,-117.243882
2306,32,7,185,92009,2,6.7,1,0,0,0,1,1,1,33.095470,-117.243882
2308,56,31,60,92009,3,1.7,1,0,0,0,0,1,0,33.095470,-117.243882
2464,35,9,44,92009,4,0.2,1,0,0,0,0,1,0,33.095470,-117.243882
2503,58,31,178,92009,2,6,2,0,1,0,0,1,0,33.095470,-117.243882
3176,43,18,74,92009,4,0.4,1,0,0,0,0,0,0,33.095470,-117.243882
4018,26,0,42,92009,4,1.3,3,153,0,0,0,1,0,33.095470,-117.243882
4151,46,20,72,92009,2,1.7,2,75,0,0,0,1,0,33.095470,-117.243882
4716,65,39,35,92009,1,0.5,3,150,0,0,0,1,0,33.095470,-117.243882
4728,41,17,58,92009,4,2.67,1,0,0,0,0,1,1,33.095470,-117.243882
4789,36,10,39,92009,1,2,1,153,0,0,0,0,0,33.095470,-117.243882
4937,45,20,94,92009,3,0.5,3,0,0,0,0,0,0,33.095470,-117.243882
116,65,40,81,92024,3,1.8,2,0,0,0,0,1,0,33.056022,-117.259900
768,64,39,38,92024,1,1.1,3,108,0,0,0,0,0,33.056022,-117.259900
3099,41,16,21,92024,2,0.1,2,0,0,0,0,0,0,33.056022,-117.259900
365,54,24,29,92028,3,1,3,148,0,0,0,0,1,33.390477,-117.209427
699,64,38,59,92028,1,2.5,3,220,0,0,0,0,0,33.390477,-117.209427
791,55,30,58,92028,4,0.9,1,0,0,0,0,1,1,33.390477,-117.209427
972,43,19,174,92028,3,1.7,3,231,1,0,1,1,1,33.390477,-117.209427
1088,38,13,54,92028,3,0.7,2,196,0,0,0,0,0,33.390477,-117.209427
1111,58,33,34,92028,3,0.2,1,83,0,0,0,1,0,33.390477,-117.209427
1160,50,26,23,92028,4,0.2,1,0,0,0,0,0,1,33.390477,-117.209427
1338,26,0,179,92028,4,2.1,2,0,1,0,0,0,0,33.390477,-117.209427
1361,54,28,85,92028,4,4.9,1,0,0,0,0,1,0,33.390477,-117.209427
1477,61,37,64,92028,1,0,2,0,0,0,0,0,1,33.390477,-117.209427
1505,30,6,191,92028,2,4.4,2,0,1,0,0,1,0,33.390477,-117.209427
1574,44,20,69,92028,1,0.8,3,184,0,0,1,1,1,33.390477,-117.209427
1584,61,36,184,92028,4,2.3,2,342,1,0,1,1,1,33.390477,-117.209427
1601,60,36,129,92028,2,6,1,0,0,0,0,1,0,33.390477,-117.209427
1608,55,29,21,92028,4,0.7,3,0,0,0,0,0,0,33.390477,-117.209427
1690,59,34,21,92028,3,1.3,2,0,0,0,0,1,1,33.390477,-117.209427
1719,40,16,19,92028,4,0.4,2,0,0,0,0,1,1,33.390477,-117.209427
2173,39,15,79,92028,2,1.8,2,219,0,0,0,0,0,33.390477,-117.209427
2234,59,35,39,92028,1,1.8,3,0,0,0,0,1,0,33.390477,-117.209427
2342,36,10,91,92028,1,1.5,3,289,0,0,0,1,0,33.390477,-117.209427
2385,62,37,53,92028,2,2.8,1,0,0,0,0,1,0,33.390477,-117.209427
2499,38,14,111,92028,2,6.1,1,326,0,0,0,0,0,33.390477,-117.209427
2685,30,5,98,92028,4,1.8,3,129,0,1,1,1,1,33.390477,-117.209427
2714,44,18,129,92028,1,5.7,1,0,0,0,0,1,0,33.390477,-117.209427
2727,62,37,18,92028,1,1.5,2,127,0,0,0,0,0,33.390477,-117.209427
3399,40,14,62,92028,2,2.4,2,0,0,0,0,1,1,33.390477,-117.209427
3598,56,26,51,92028,3,2,3,0,0,0,0,1,0,33.390477,-117.209427
3625,58,28,70,92028,1,1.4,3,0,0,0,0,0,0,33.390477,-117.209427
3961,62,37,48,92028,3,2.2,1,0,0,0,0,0,0,33.390477,-117.209427
4279,56,31,51,92028,3,1.7,1,0,0,0,0,1,1,33.390477,-117.209427
4478,33,9,41,92028,1,1.5,2,0,0,0,1,1,1,33.390477,-117.209427
4930,62,36,39,92028,2,0.3,1,0,0,0,0,1,0,33.390477,-117.209427
372,58,34,19,92029,4,0.7,1,0,0,0,0,0,0,33.082400,-117.127641
425,56,30,38,92029,1,0.2,1,0,0,0,0,0,0,33.082400,-117.127641
3791,46,22,71,92029,2,1.7,1,0,0,0,0,1,1,33.082400,-117.127641
4774,53,28,48,92029,2,1.9,2,0,0,0,0,1,0,33.082400,-117.127641
4924,40,15,73,92029,3,3,1,0,0,0,0,1,1,33.082400,-117.127641
4934,47,23,94,92029,1,4.7,1,0,0,0,0,1,1,33.082400,-117.127641
108,42,18,43,92037,1,0.7,1,136,0,0,0,0,0,32.856347,-117.250058
556,34,8,35,92037,4,0.8,1,137,0,0,1,1,1,32.856347,-117.250058
592,30,5,51,92037,1,1,1,0,0,0,0,1,0,32.856347,-117.250058
637,40,16,120,92037,2,6.1,1,196,0,0,0,1,0,32.856347,-117.250058
726,39,15,119,92037,2,6.1,1,0,0,0,0,0,0,32.856347,-117.250058
728,62,37,18,92037,3,1.3,2,0,0,0,0,1,0,32.856347,-117.250058
866,60,34,22,92037,3,0.3,3,139,0,0,0,1,1,32.856347,-117.250058
949,30,4,81,92037,1,2.9,3,259,0,0,0,1,1,32.856347,-117.250058
965,27,1,78,92037,4,2.3,3,157,0,1,0,1,0,32.856347,-117.250058
997,33,6,49,92037,2,1.67,2,214,0,0,0,0,0,32.856347,-117.250058
1309,54,24,50,92037,3,2,3,0,0,0,0,1,1,32.856347,-117.250058
1524,41,16,104,92037,1,1,3,0,0,0,0,1,0,32.856347,-117.250058
1549,57,32,21,92037,4,0.9,2,113,0,1,0,0,0,32.856347,-117.250058
1583,43,19,170,92037,4,4.25,1,318,1,0,1,1,1,32.856347,-117.250058
1659,50,25,14,92037,4,0.8,1,0,0,0,0,1,0,32.856347,-117.250058
1774,31,5,28,92037,4,0.8,1,0,0,0,0,0,0,32.856347,-117.250058
1909,50,26,22,92037,4,0.5,2,112,0,0,0,1,0,32.856347,-117.250058
1953,30,5,78,92037,1,2.6,2,0,0,0,0,1,0,32.856347,-117.250058
2009,63,38,31,92037,1,1.1,3,125,0,0,0,1,0,32.856347,-117.250058
2189,29,4,9,92037,4,0.5,3,86,0,0,0,1,1,32.856347,-117.250058
2196,51,27,33,92037,4,0.2,1,83,0,0,0,1,0,32.856347,-117.250058
2378,47,23,160,92037,2,6.67,1,0,0,0,0,0,0,32.856347,-117.250058
2514,52,26,71,92037,1,1.4,3,0,0,0,0,0,0,32.856347,-117.250058
2539,37,12,175,92037,2,7.8,1,297,0,0,0,1,1,32.856347,-117.250058
2575,45,18,10,92037,3,0.67,2,100,0,0,0,1,0,32.856347,-117.250058
2618,44,20,65,92037,2,2.5,1,0,0,0,0,1,0,32.856347,-117.250058
2782,47,21,22,92037,1,0.2,1,104,0,0,0,0,0,32.856347,-117.250058
2838,39,14,54,92037,2,1.1,2,159,0,0,0,0,1,32.856347,-117.250058
2917,46,20,40,92037,1,1.2,2,0,0,0,0,1,0,32.856347,-117.250058
2982,53,28,85,92037,1,1.2,1,0,0,0,0,0,0,32.856347,-117.250058
2988,33,7,39,92037,2,2,3,0,0,0,0,0,0,32.856347,-117.250058
3249,31,6,92,92037,2,3.3,1,0,0,0,0,0,0,32.856347,-117.250058
3339,35,9,43,92037,4,1.2,2,0,0,1,0,1,0,32.856347,-117.250058
3347,41,15,65,92037,2,2.8,1,0,0,0,0,1,1,32.856347,-117.250058
3436,33,8,58,92037,4,1.3,1,0,0,1,0,0,0,32.856347,-117.250058
3476,54,30,13,92037,1,0.3,1,0,0,0,0,0,0,32.856347,-117.250058
3545,45,19,109,92037,3,1.1,1,0,0,0,0,0,0,32.856347,-117.250058
3586,45,18,45,92037,3,1,2,0,0,0,0,1,0,32.856347,-117.250058
3626,47,21,71,92037,4,2.9,1,0,0,0,0,1,0,32.856347,-117.250058
3669,38,13,129,92037,4,0.3,3,75,1,0,0,1,0,32.856347,-117.250058
3695,38,8,21,92037,1,0.67,3,0,0,0,0,1,0,32.856347,-117.250058
3716,29,5,124,92037,2,0.2,1,0,0,0,0,0,1,32.856347,-117.250058
3869,41,16,44,92037,1,0.3,3,0,0,0,0,0,0,32.856347,-117.250058
3916,38,13,91,92037,1,2.8,1,0,0,0,0,1,1,32.856347,-117.250058
4059,39,15,65,92037,1,1.5,3,0,0,0,0,0,0,32.856347,-117.250058
4118,39,14,18,92037,4,0.2,3,0,0,1,0,0,0,32.856347,-117.250058
4303,52,27,85,92037,3,3.4,3,0,1,0,0,0,0,32.856347,-117.250058
4481,55,30,145,92037,2,6,3,0,1,0,0,1,0,32.856347,-117.250058
4507,39,13,89,92037,1,2.8,3,153,0,0,0,1,1,32.856347,-117.250058
4553,50,23,64,92037,1,2.67,2,0,0,0,0,0,0,32.856347,-117.250058
4626,45,21,102,92037,4,4.7,2,81,1,0,0,0,0,32.856347,-117.250058
4811,58,34,11,92037,2,0.3,1,96,0,0,0,1,0,32.856347,-117.250058
4881,56,32,79,92037,3,2.67,1,0,0,0,0,1,0,32.856347,-117.250058
4997,30,4,15,92037,4,0.4,1,85,0,0,0,1,0,32.856347,-117.250058
369,63,37,30,92054,2,1,3,159,0,0,0,1,0,33.195534,-117.354538
639,42,16,35,92054,3,1.5,1,0,0,0,0,0,0,33.195534,-117.354538
2125,35,9,44,92054,3,0.9,1,89,0,0,0,0,0,33.195534,-117.354538
3244,52,26,31,92054,4,1.5,3,0,0,0,0,1,0,33.195534,-117.354538
4638,44,19,85,92054,4,1.9,3,0,0,0,0,1,1,33.195534,-117.354538
783,54,30,194,92056,3,6,3,587,1,1,1,1,1,33.201242,-117.296984
875,30,4,40,92056,4,2.1,3,0,0,0,0,1,1,33.201242,-117.296984
1117,43,18,122,92056,1,7,1,0,0,0,0,1,1,33.201242,-117.296984
2222,59,33,73,92056,2,1.7,3,0,0,0,0,1,1,33.201242,-117.296984
2833,45,21,133,92056,4,5.7,3,0,1,0,1,1,1,33.201242,-117.296984
3647,34,9,141,92056,3,6.9,2,260,1,0,0,1,0,33.201242,-117.296984
853,33,7,29,92064,1,0.6,3,127,0,0,0,0,1,32.983606,-117.019035
934,50,23,9,92064,2,1,2,0,0,0,0,1,0,32.983606,-117.019035
1200,29,4,62,92064,2,2.5,1,184,0,0,0,1,0,32.983606,-117.019035
1476,44,19,78,92064,2,3.8,3,268,0,0,0,0,0,32.983606,-117.019035
2018,42,15,14,92064,3,1,2,0,0,1,0,0,0,32.983606,-117.019035
2114,57,33,25,92064,2,1,1,0,0,0,0,1,0,32.983606,-117.019035
2357,31,5,184,92064,4,3.4,2,0,1,0,1,1,1,32.983606,-117.019035
3567,57,33,80,92064,2,2.8,1,0,0,0,0,1,1,32.983606,-117.019035
3879,35,11,81,92064,2,0,1,0,0,0,0,1,1,32.983606,-117.019035
